,tag,quadrat.x,stem.x,sp,lx,ly,dbh.2013.x,cored_2009,status.2013,status.2014,status.2015,status.2016,status.2017,dbh.if.dead
135,10546,108,1,nysy,2.5,18.2,265,0,A,A,A,A,A,
136,10548,108,1,caovl,2.5,16.2,115.6999969,0,A,A,A,A,A,
137,10549,109,1,qual,0.8,2.6,687.7999878,0,DS,PD,PD,PD,PD,
138,10550,109,2,caca,2.2,3.6,103.1999969,0,A,A,A,A,A,
139,10550,109,2,caca,2.2,3.6,103.1999969,0,A,A,A,A,A,
140,10550,109,2,caca,2.2,3.6,103.1999969,0,A,A,A,A,A,
141,10550,109,1,caca,2.2,3.6,128,0,A,A,A,A,DC,112
142,10550,109,1,caca,2.2,3.6,128,0,A,A,A,A,DC,112
143,10550,109,1,caca,2.2,3.6,128,0,A,A,A,A,DC,112
144,10551,109,1,nysy,1.6,7.7,241.3000031,1,A,A,A,A,A,
145,10553,109,1,nysy,6.2,12.6,257.3999939,0,A,A,A,A,A,
146,10556,109,1,litu,2.5,19.1,781.2999878,0,A,A,A,A,A,
147,10561,110,1,caovl,4.5,16,484.2000122,0,A,A,A,A,A,
148,10568,110,1,caca,12.6,18.2,124.9000015,0,A,A,A,A,A,
149,10569,110,1,caca,13.7,13.1,108.3000031,0,A,A,A,A,A,
150,10575,113,1,fagr,6.6,3.6,143,0,A,A,A,A,A,
151,10576,113,1,fagr,8.6,0.2,252,0,A,A,A,A,A,
152,10578,113,1,fagr,20,1.4,149,0,A,A,A,A,A,
153,10580,113,1,caca,16.5,5,108,0,A,A,A,A,AU,
154,10580,113,1,caca,16.5,5,108,0,A,A,A,A,AU,
155,10581,113,1,quru,16.3,6.4,785,0,A,A,A,A,A,
156,10583,113,1,fagr,6.1,9.7,145,0,A,A,A,A,A,
157,10587,113,1,litu,2.6,13,965,0,A,A,A,A,A,
158,10589,113,1,caca,10.7,11.1,100,0,A,A,A,A,A,
159,10590,113,1,cagl,12.7,11.1,235,0,A,A,A,A,A,
160,10602,111,1,litu,2.4,2.7,708,0,A,A,A,A,A,
161,10603,111,1,litu,2.7,5.1,751,0,A,A,A,A,A,
162,10605,111,1,caca,7.3,3.7,129,0,A,A,A,A,A,
163,10605,111,1,caca,7.3,3.7,129,0,A,A,A,A,A,
164,10607,111,1,cato,12.9,2.4,232,0,A,A,A,A,A,
165,10608,111,1,qupr,17.8,12.7,176.6000061,0,DS,PD,PD,PD,PD,
166,10609,111,1,cagl,19.5,2.9,439,0,A,A,A,A,A,
167,10612,111,1,cato,14.8,7.5,110.5999985,0,A,A,A,A,A,
168,10613,111,1,litu,12.1,9,538.5,0,A,A,A,A,A,
169,10619,111,1,fagr,4.3,8.3,213,1,A,A,A,A,A,
170,10620,111,1,qual,3.1,13,266.7000122,0,DS,PD,PD,PD,PD,
171,10621,111,1,cato,1.6,14.3,568,0,A,A,A,A,A,
172,10625,111,1,litu,11.2,12.8,704.5,0,A,A,A,A,A,
173,10626,111,1,caca,19.6,12.1,106,0,A,A,A,A,A,
174,10628,111,1,caca,20,17.2,107,0,A,A,A,A,A,
175,10629,111,1,cato,13.9,19.9,260,0,A,A,A,A,A,
176,10630,111,1,caca,8.9,19.4,141,0,A,A,A,A,A,
177,10631,111,1,cato,5.2,16.8,284,0,A,A,A,A,A,
178,10632,111,1,nysy,0.1,16.9,135.5,0,A,A,A,A,AU,
179,10633,112,1,cato,1.9,0.4,336,1,A,A,A,A,A,
180,10636,112,1,quru,20,0.4,385,1,A,A,A,A,A,
181,10639,112,1,cato,10.8,8.2,385,0,A,A,A,A,A,
182,10642,112,1,fram,2.5,9.7,766,0,A,A,A,A,A,
183,10643,112,1,fagr,0.6,13,673,1,A,A,A,A,A,
184,10644,112,1,cato,6.4,11.4,301,1,A,A,A,A,A,
185,10647,112,1,fagr,9.5,13.5,153,1,A,A,A,A,A,
186,10649,112,1,cato,18.7,13.5,128,0,A,A,A,A,A,
187,10653,114,1,caovl,5.8,4.1,160.5,1,A,A,A,A,A,
188,10657,114,1,cato,16.1,1.1,274,0,A,A,A,A,DS,286
189,10663,114,1,caovl,20,3.3,277.5,0,A,A,A,A,A,
190,10664,114,1,fagr,16.8,9.7,148,1,A,A,A,A,A,
191,10665,114,1,unk,13.4,8,251.3999939,0,DC,PD,PD,PD,PD,
192,10666,114,1,qupr,13.1,9.5,108.1999969,0,DS,PD,PD,PD,PD,
193,10667,114,1,fagr,11.6,7.5,113,0,A,A,A,A,A,
194,10668,114,1,cato,2.7,9,324.5,0,A,A,A,A,A,
195,10669,114,1,cagl,6.1,12.3,793.5,0,A,A,A,A,A,
196,10671,114,1,quru,6.2,14.5,851,0,A,A,A,A,A,
197,10673,114,1,fagr,2.4,18.9,117,0,A,A,A,A,A,
198,10674,114,1,fagr,7.1,15.3,135,0,A,A,A,A,A,
199,10675,114,1,fagr,12.1,11.5,208,1,A,A,A,A,A,
200,10677,114,1,cagl,17.7,16,143,0,A,A,A,A,A,
201,10678,114,1,litu,18.9,19.3,647,0,A,A,A,A,A,
202,10680,116,1,litu,0.6,0.5,780.5,0,A,A,A,A,A,
203,10682,116,1,quru,2.7,2.3,796,0,A,A,A,A,A,
204,10683,116,1,litu,2.8,1.4,148.5,0,A,A,A,A,A,
205,10684,116,1,cagl,6.9,6.2,146.5,0,A,A,A,A,A,
206,10685,116,1,cato,10.7,1.3,341.5,0,A,A,A,A,A,
207,10686,116,1,cagl,10.4,6.5,227.5,0,A,A,A,A,A,
208,10688,116,1,quve,15.8,0.8,545,0,A,A,A,A,A,
209,10689,116,1,cato,17.8,2.7,144,0,A,A,A,A,A,
210,10690,116,1,cagl,16.6,5.1,147.5,0,A,A,A,A,A,
211,10691,116,1,fagr,15.3,7.2,146,0,A,A,A,A,A,
212,10692,116,1,cagl,14.1,8.6,299,0,A,A,A,A,A,
213,10693,116,1,cagl,10.1,10.4,155,0,A,A,A,A,A,
214,10696,116,1,quve,3.3,8.8,637.0999756,0,DS,PD,PD,PD,PD,
215,10697,116,1,cato,1.6,12.9,195.5,0,A,A,A,A,A,
216,10698,116,1,cagl,4.6,18.3,121,0,A,A,A,A,A,
217,10699,116,1,cato,9.8,18.1,365,0,A,A,A,A,A,
218,10700,116,1,cagl,16.3,15.9,445,0,A,A,A,A,A,
219,10701,113,1,acru,18.3,19.7,102,0,A,A,A,A,A,
220,10704,113,2,cato,11.6,19.1,322,1,A,A,A,A,A,
221,10704,113,2,cato,11.6,19.1,322,1,A,A,A,A,A,
222,10704,113,1,cato,11.6,19.1,370,0,A,A,A,A,A,
223,10704,113,1,cato,11.6,19.1,370,0,A,A,A,A,A,
224,10705,113,1,caovl,3.8,17.4,225,1,A,A,A,A,A,
225,10706,113,1,fagr,1,19.8,200,0,A,A,A,A,A,
226,10708,115,1,litu,9.1,1.1,295,0,A,A,A,A,A,
227,10710,115,1,cagl,18.5,1.1,223,0,A,A,A,A,A,
228,10711,115,1,fagr,20,0.6,167,0,A,A,A,A,A,
229,10712,115,1,litu,19.9,6.4,690,0,A,A,A,A,A,
230,10714,115,1,cagl,17.6,8.1,203,0,A,A,A,A,A,
231,10715,115,1,unk,16.7,5.6,349.1000061,0,DC,PD,PD,PD,PD,
232,10717,115,1,cagl,16.8,8.9,120.0999985,0,DC,PD,PD,PD,PD,
233,10722,115,1,litu,0.6,5.2,142,0,A,A,A,A,A,
234,10725,115,1,fagr,2.8,9.8,143.5,0,A,A,A,A,A,
235,10726,115,1,qupr,4,8.1,723,1,A,A,A,A,A,
236,10727,115,1,caca,18.7,10.1,111.8000031,0,DC,PD,PD,PD,PD,
237,10728,115,1,litu,19.5,12.6,432,0,A,A,A,A,A,
238,10729,115,1,caovl,12.1,14.2,151,0,A,A,A,A,A,
239,10730,115,1,fagr,9.8,15.7,145.5,1,A,A,A,A,A,
240,10731,115,1,qupr,8.4,15.9,618,1,A,A,A,A,A,
241,10733,115,1,nysy,6.2,15.8,102,0,A,A,A,A,A,
242,10735,115,1,nysy,2.3,12.3,152,0,A,A,A,A,A,
243,10739,115,1,fagr,1.1,15.9,122,0,A,A,A,A,A,
244,10742,115,1,litu,13.7,19.5,237,0,A,A,A,A,A,
245,10743,115,1,fagr,18.7,19.8,124,1,A,A,A,A,A,
246,10744,115,1,litu,18.5,18.8,222,0,A,A,A,A,A,
247,10745,115,1,fagr,20,16.2,109,0,A,A,A,A,A,
248,10801,116,1,amar,15.3,14.1,107,0,A,A,A,A,A,
249,10803,116,1,cagl,19.8,18,256,0,A,A,A,A,A,
250,12001,117,1,litu,0.7,0.9,566.5,0,A,A,A,A,A,
251,12003,117,1,caco,4.6,3.5,422.5,0,A,A,A,A,A,
252,12004,117,1,litu,6,1,205.5,0,A,DS,PD,PD,PD,
253,12005,117,1,litu,10.9,3.2,245,0,A,A,A,A,A,
254,12007,117,1,caco,2.9,9,259.5,0,A,A,A,A,A,
255,12009,117,1,litu,14.1,0.4,409,0,A,A,A,A,A,
256,12010,117,1,cagl,11.6,9.8,219.5,0,A,DS,PD,PD,PD,
257,12012,117,1,litu,12.3,9.7,117.5,0,A,A,A,AU,AU,
258,12016,117,1,cagl,14.6,17.6,136,0,A,A,A,A,A,
259,12017,117,1,cato,14.2,16.6,185,0,A,A,A,A,A,
260,12018,117,1,quve,10.8,19.1,551,0,A,A,A,A,A,
261,12019,117,1,litu,4.5,12,244,0,A,A,A,A,A,
262,12021,117,1,casp,10,13.4,274.8999939,0,DS,PD,PD,PD,PD,
263,12023,117,1,quru,5.3,19.1,523.5,0,A,A,A,A,A,
264,12025,117,1,quru,5,16.3,832.5,0,A,A,A,A,A,
265,12028,118,1,caovl,3.5,0.1,127.5,0,A,A,A,A,A,
266,12030,118,1,caovl,9.6,0.7,106.5,0,A,A,A,A,A,
267,12032,118,1,fagr,8.8,8.6,182,1,A,A,A,A,A,
268,12033,118,1,qupr,6.8,9,478.5,1,DC,PD,PD,PD,PD,
269,12037,118,1,caovl,17.1,1.3,104,0,A,A,A,A,A,
270,12042,118,1,caca,13.3,7.2,104,0,A,A,A,A,A,
271,12045,118,1,caovl,13.2,4.7,331.5,0,A,A,A,A,A,
272,12047,118,1,cato,15.8,13.4,290,0,A,A,A,A,A,
273,12050,118,1,cagl,18.9,18.4,402,0,A,A,A,A,A,
274,12053,118,1,caca,4,10.8,124,0,DC,PD,PD,PD,PD,
275,12054,118,1,cagl,5.7,16.1,186,0,A,A,A,A,A,
276,12056,118,1,caca,1.8,14.4,124.5,0,A,A,A,A,A,
277,12058,119,1,litu,0.9,0.5,670,0,A,A,A,A,A,
278,12061,119,1,litu,5.7,4,275,0,A,A,A,A,A,
279,12062,119,1,tiam,7.2,5.1,149.6000061,0,A,A,A,A,A,
280,12063,119,1,litu,9.8,6.5,253.1999969,0,A,A,A,A,A,
281,12068,119,1,litu,4.4,4.5,535.7000122,0,A,A,A,A,A,
282,12069,119,1,caovl,4.2,7.1,290,0,A,A,A,A,A,
283,12071,119,1,litu,3.5,3.1,196,0,A,A,DS,PD,PD,197
284,12072,119,1,caovl,15,1.7,242,0,A,A,A,A,A,
285,12075,119,1,litu,18.6,15.1,577.7999878,0,A,A,A,A,A,
286,12078,119,1,litu,4.4,13.1,193,0,A,A,A,A,A,
287,12080,119,1,cato,7.1,17.8,322.1000061,1,A,A,A,DC,PD,330
288,12082,119,1,qupr,5.8,16.7,120,0,A,A,A,A,A,
289,12084,119,1,cagl,3,15,322.1000061,0,A,A,A,A,A,
290,12087,119,1,nysy,0.3,10.5,337.2000122,0,A,A,A,A,A,
291,12088,120,1,litu,1,0.6,650,0,A,A,A,A,A,
292,12089,120,1,caovl,5.4,1.5,120.5,0,A,A,A,A,A,
293,12091,120,1,nysy,3.3,9.2,259,0,A,A,A,A,A,
294,12092,120,1,qupr,1,6.7,118.5999985,0,A,A,A,A,A,
295,12094,120,1,qupr,18.8,2.3,122,0,A,A,A,AU,AU,
296,12097,120,1,cagl,11.5,6.6,172.5,0,DS,PD,PD,PD,PD,
297,12098,120,1,unk,12.6,3.1,239,0,DC,PD,PD,PD,PD,
298,12101,120,1,quru,10.7,1.9,875.2000122,0,DS,PD,PD,PD,PD,
299,12103,120,1,caco,19.5,11.1,237.6999969,0,A,A,A,A,A,
300,12105,120,1,cagl,20,14.3,346.8999939,0,A,A,A,A,A,
301,12109,120,1,caca,14.4,17.4,118.5,0,A,A,A,A,A,
302,12110,120,1,cato,11,17.5,142.6999969,0,A,A,A,A,A,
303,12111,120,1,cato,12.2,14.7,187.1999969,0,A,A,A,A,A,
304,12114,120,1,caca,7.7,14.4,115.1999969,0,A,A,A,A,A,
305,12116,120,1,unk,9.4,19,106.4000015,0,DS,PD,PD,PD,PD,
306,12117,120,1,fram,6.2,16.1,121.8000031,0,A,A,A,A,A,
307,12118,120,1,litu,0.6,13.4,651.0999756,0,A,A,A,A,A,
308,12119,121,1,fram,8.6,0.6,290.1000061,0,A,A,A,A,A,
309,12121,121,1,cagl,7.8,10.3,181.8999939,0,A,A,A,A,A,
310,12122,121,1,cagl,1.6,9.1,177.1999969,0,A,A,A,A,A,
311,12123,121,1,tiam,2.6,8.1,174.8999939,1,A,A,A,A,A,
312,12126,121,1,tiam,0.3,3.2,176.3000031,0,A,A,A,A,A,
313,12127,121,1,tiam,16,2.1,209.8000031,0,A,A,A,A,A,
314,12129,121,1,unk,20,9,136.8000031,0,DC,PD,PD,PD,PD,
315,12130,121,1,tiam,16.8,7.9,372,0,A,A,A,A,A,
316,12130,121,1,tiam,16.8,7.9,372,0,A,A,A,A,A,
317,12130,121,2,tiam,16.8,7.9,194,0,A,A,A,A,A,
318,12130,121,2,tiam,16.8,7.9,194,0,A,A,A,A,A,
319,12132,121,1,tiam,14.9,6.2,362.7000122,1,A,A,A,A,A,
320,12133,121,1,tiam,13.1,8.2,239.6999969,0,A,A,A,A,A,
321,12134,121,1,cofl,12.1,6.3,100.4000015,0,A,A,DS,PD,PD,100
322,12139,121,1,caovl,20,12.3,168,0,A,A,A,A,A,
323,12141,121,1,cato,16.6,14.9,258.7999878,0,A,A,A,A,A,
324,12142,121,1,fram,10.7,17.3,108.3000031,0,A,DS,PD,PD,PD,
325,12144,121,1,tiam,7.4,18.2,150,0,DS,PD,PD,PD,PD,
326,12146,121,1,cato,6.1,16.4,119,0,A,A,A,A,A,
327,12147,121,1,ceca,3.2,18,140.5,0,A,A,A,AU,AU,
328,12148,121,1,acru,0.2,19,100.5999985,0,A,A,A,A,A,
329,12151,122,1,qupr,5.1,0.9,232.1999969,0,A,A,A,A,A,
330,12152,122,1,tiam,7.7,4.8,149.5,0,A,A,A,A,A,
331,12155,122,1,acru,4.7,6.9,184,0,A,A,A,A,A,
332,12156,122,2,tiam,1.1,9,341.2000122,0,A,A,A,A,A,
333,12156,122,2,tiam,1.1,9,341.2000122,0,A,A,A,A,A,
334,12156,122,1,tiam,1.1,9,411.5,1,A,A,A,A,A,
335,12156,122,1,tiam,1.1,9,411.5,1,A,A,A,A,A,
336,12158,122,1,cato,3,5.3,123,0,A,A,A,A,A,
337,12160,122,1,fram,0.6,1,82.5,0,A,A,No sampled,A,A,
338,12165,122,1,nysy,14.2,8.5,136.5,0,A,A,A,A,A,
339,12165,122,1,nysy,14.2,8.5,136.5,0,A,A,A,A,A,
340,12165,122,2,nysy,14.2,8.5,126,0,A,A,A,A,A,
341,12165,122,2,nysy,14.2,8.5,126,0,A,A,A,A,A,
342,12169,122,1,tiam,10.9,3.9,216.1000061,1,A,A,A,A,A,
343,12170,122,1,unk,14.4,10,145.1999969,0,DC,PD,PD,PD,PD,
344,12171,122,1,frni,14.2,12,135.1999969,0,A,A,A,A,DS,136.3
345,12173,122,1,litu,18.7,11.2,600.2000122,0,A,A,A,A,A,
346,12174,122,1,fram,18.1,13,51,0,A,A,No sampled,A,A,
347,12176,122,1,ceoc,15.6,14.3,104,0,A,A,A,A,A,
348,12178,122,1,tiam,15.2,15.5,362,1,A,A,A,A,A,
349,12178,122,1,tiam,15.2,15.5,362,1,A,A,A,A,A,
350,12178,122,2,tiam,15.2,15.5,337.5,0,A,A,A,A,A,
351,12178,122,2,tiam,15.2,15.5,337.5,0,A,A,A,A,A,
352,12179,122,1,tiam,13.7,16.4,185.5,0,A,A,A,A,A,
353,12181,122,1,caca,13.1,20,154,0,A,DC,PD,PD,PD,
354,12181,122,1,caca,13.1,20,154,0,A,DC,PD,PD,PD,
355,12181,122,1,caca,13.1,20,154,0,A,DC,PD,PD,PD,
356,12182,122,1,caca,10.8,20,103,0,A,A,A,DS,PD,125
357,12191,122,1,tiam,6.5,14.7,362.5,1,A,A,A,A,A,
358,12193,122,1,cato,2.4,11.7,400.5,0,A,A,A,A,A,
359,12195,123,1,tiam,4,1.7,653,1,A,A,A,A,A,
360,12197,123,1,quve,4.2,2.6,200,0,A,A,A,A,A,
361,12199,123,1,nysy,8.8,2.8,307.7999878,0,A,A,A,DS,PD,307
362,12200,123,1,tiam,9,3.1,191.1000061,0,DS,PD,PD,PD,PD,
363,12201,123,1,unk,7,4,109.3000031,0,DS,PD,PD,PD,PD,
364,12203,123,1,tiam,7.1,9.6,200.5,1,A,A,A,A,A,
365,12205,123,1,unk,6.9,10.3,538.2000122,0,DS,PD,PD,PD,PD,
