,tag,quadrat.x,stem.x,sp,lx,ly,dbh.2013.x,cored_2009,status.2013,status.2014,status.2015,status.2016,status.2017,dbh.if.dead
1932,40853,411,2,fram,14.5,19,302.5,0,A,A,A,A,A,
1933,40853,411,2,fram,14.5,19,302.5,0,A,A,A,A,A,
1934,40853,411,1,fram,14.5,19,427.5,1,A,A,A,A,AU,
1935,40853,411,1,fram,14.5,19,427.5,1,A,A,A,A,AU,
1936,40853,411,1,fram,14.5,19,427.5,1,A,A,A,A,AU,
1937,40853,411,3,fram,14.5,19,297.5,0,A,A,A,AU,DS,294
1938,40853,411,3,fram,14.5,19,297.5,0,A,A,A,AU,DS,294
1939,40853,411,3,fram,14.5,19,297.5,0,A,A,A,AU,DS,294
1940,40859,411,1,litu,2,9.3,664.9000244,0,A,A,A,A,A,
1941,40872,412,1,tiam,15.4,1.2,196.1999969,0,A,A,A,A,A,
1942,40873,412,1,fagr,15.9,13.4,325,1,A,A,A,A,A,
1943,40873,412,1,fagr,15.9,13.4,325,1,A,A,A,A,A,
1944,40873,412,2,fagr,16.5,11,161.8000031,0,A,A,A,A,A,
1945,40873,412,2,fagr,16.5,11,161.8000031,0,A,A,A,A,A,
1946,40874,412,1,fagr,NA,NA,641.3,0,A,A,DC,PD,PD,
1947,40875,412,1,qual,14.4,14.4,866.2000122,0,DC,PD,PD,PD,PD,
1948,40877,412,1,caca,14.4,17.3,137.8000031,0,A,A,A,A,A,
1949,40879,412,1,nysy,15.5,18.2,454.5,0,A,A,A,A,A,
1950,40883,412,1,ulru,5.3,10.1,180.1000061,0,A,A,A,DS,PD,172.7
1951,40886,413,1,caca,15,1.5,105.3000031,0,DS,PD,PD,PD,PD,
1952,40888,413,1,fram,14.2,3,160,0,A,A,A,A,A,
1953,40889,413,1,fagr,14.9,4.2,144,1,A,A,A,A,A,
1954,40891,413,1,fram,11.4,2.5,150.1999969,0,A,A,A,A,A,
1955,40892,413,1,acru,13.5,8.3,203.5,0,A,A,A,A,A,
1956,40893,413,1,litu,19.5,9,579,0,A,A,A,A,A,
1957,40897,413,1,caca,14.7,16,115,0,DS,PD,PD,PD,PD,
1958,40900,413,1,caca,9.2,19.9,147,0,A,A,A,AU,AU,
1959,40900,413,1,caca,9.2,19.9,147,0,A,A,A,AU,AU,
1960,40900,413,2,caca,9.2,19.9,104,0,A,A,A,DS,PD,101.5
1961,40900,413,2,caca,9.2,19.9,104,0,A,A,A,DS,PD,101.5
1962,40908,411,1,ulsp,5,3.6,160.3999939,0,DC,PD,PD,PD,PD,
1963,40925,413,2,tiam,4.6,7.8,163,0,A,A,A,A,A,
1964,40925,413,2,tiam,4.6,7.8,163,0,A,A,A,A,A,
1965,40925,413,2,tiam,4.6,7.8,163,0,A,A,A,A,A,
1966,40925,413,2,tiam,4.6,7.8,163,0,A,A,A,A,A,
1967,40925,413,3,tiam,4.6,7.8,279.1000061,0,A,A,A,A,A,
1968,40925,413,3,tiam,4.6,7.8,279.1000061,0,A,A,A,A,A,
1969,40925,413,3,tiam,4.6,7.8,279.1000061,0,A,A,A,A,A,
1970,40925,413,3,tiam,4.6,7.8,279.1000061,0,A,A,A,A,A,
1971,40925,413,4,tiam,4.6,7.8,290.6000061,0,A,A,A,A,A,
1972,40925,413,4,tiam,4.6,7.8,290.6000061,0,A,A,A,A,A,
1973,40925,413,4,tiam,4.6,7.8,290.6000061,0,A,A,A,A,A,
1974,40925,413,4,tiam,4.6,7.8,290.6000061,0,A,A,A,A,A,
1975,40925,413,1,tiam,4.6,7.8,403,0,A,A,A,A,A,
1976,40925,413,1,tiam,4.6,7.8,403,0,A,A,A,A,A,
1977,40925,413,1,tiam,4.6,7.8,403,0,A,A,A,A,A,
1978,40925,413,1,tiam,4.6,7.8,403,0,A,A,A,A,A,
1979,40927,413,1,frni,9.4,9.4,127.5999985,0,A,A,A,A,AU,
1980,40929,414,1,caca,20,0.4,182.1999969,0,A,A,A,A,A,
1981,40933,414,1,ulru,11.5,19.9,108.5,0,DC,PD,PD,PD,PD,
1982,40934,414,1,fram,10.9,14.8,159.6000061,0,A,A,A,DC,PD,161
1983,40935,414,1,fram,9.9,14,440,0,A,A,A,DS,PD,441
1984,40936,414,1,caca,10,14.8,106.5,0,A,A,A,A,A,
1985,40937,414,1,caca,5.3,11.6,100.4000015,0,A,A,A,A,A,
1986,40941,413,1,litu,6,15.4,653,0,A,A,A,A,A,
1987,40941,413,1,litu,6,15.4,653,0,A,A,A,A,A,
1988,40941,413,2,litu,6,15.4,600,0,A,A,A,A,A,
1989,40941,413,2,litu,6,15.4,600,0,A,A,A,A,A,
1990,40942,414,1,acru,2.2,2,395.8999939,0,A,A,A,A,A,
1991,40943,414,1,acru,3.8,4.9,162.5,0,A,DS,PD,PD,PD,
1992,40944,414,1,fagr,8.6,7.2,215,0,A,A,A,A,A,
1993,40946,414,1,fagr,13.1,3.1,103,0,A,A,A,A,A,
1994,40949,414,1,caca,13,9,116.4000015,0,DC,PD,PD,PD,PD,
1995,40951,414,1,caca,13.2,13,112.3000031,0,A,A,A,A,A,
1996,40952,414,1,caco,11.5,7.3,616.2000122,1,A,A,A,AU,DS,613
1997,40955,414,1,acru,4.2,10.5,308.7000122,0,A,A,A,A,A,
1998,40956,414,1,ulam,19.1,4.7,264.2999878,0,DN,PD,PD,PD,PD,
1999,40960,415,1,caca,2.7,2.4,156.8999939,0,A,A,A,A,A,
2000,40962,415,1,litu,8.1,2.3,632.5,0,A,A,A,A,A,
2001,40963,415,1,acru,12.1,1.2,235.8999939,0,A,A,A,A,A,
2002,40968,415,1,tiam,7.7,6.4,330,0,A,A,A,A,A,
2003,40969,415,1,tiam,4.6,6.6,304.5,1,A,A,A,AU,AU,
2004,40969,415,1,tiam,4.6,6.6,304.5,1,A,A,A,AU,AU,
2005,40969,415,2,tiam,4.6,6.6,289,0,A,A,A,A,A,
2006,40969,415,2,tiam,4.6,6.6,289,0,A,A,A,A,A,
2007,40971,415,1,caco,3,8.7,142.8000031,0,A,A,A,A,A,
2008,40972,415,1,litu,7.2,9.6,827.0999756,0,A,A,A,A,A,
2009,40972,415,1,litu,7.2,9.6,827.0999756,0,A,A,A,A,A,
2010,40972,415,2,litu,7.2,9.6,685.5999756,0,A,A,A,A,A,
2011,40972,415,2,litu,7.2,9.6,685.5999756,0,A,A,A,A,A,
2012,40974,415,1,caca,5.2,11.2,108.4000015,0,DC,PD,PD,PD,PD,
2013,40975,415,1,caco,3.2,10.9,317,0,A,A,A,A,A,
2014,40978,415,1,caca,12.9,8.9,147.1999969,0,A,A,A,A,A,
2015,40979,415,1,caca,10.6,14.9,109.5,0,A,A,A,A,A,
2016,40981,416,1,qupr,2.3,0.6,362.1000061,0,A,A,A,A,A,
2017,40987,416,1,ulru,6.6,5.2,109.4000015,0,DC,PD,PD,PD,PD,
2018,40995,416,1,tiam,5,9.7,318.7000122,0,A,A,A,A,A,
2019,40996,416,1,caca,9.2,10,101,0,A,A,A,A,A,
2020,40998,416,1,prav,1.5,11,105,0,DC,PD,PD,PD,PD,
2021,41000,416,1,unk,5.6,14.9,136.8000031,0,DC,PD,PD,PD,PD,
2022,41005,415,1,caca,17.7,13.9,126.5,0,A,A,A,A,A,
2023,41006,415,1,fram,17.3,14.5,562.2000122,0,A,A,A,AU,DS,555
2024,41007,415,1,tiam,17.3,16.9,267.7999878,0,A,A,A,A,A,
2025,41008,415,1,caca,16.4,17.1,132.8000031,0,A,A,A,A,A,
2026,41013,415,1,ceca,14.9,20,155.5,0,A,A,A,AU,AU,
2027,41014,416,1,caca,14.2,0.8,105.9000015,0,A,A,PD,PD,PD,
2028,41014,416,1,caca,14.2,0.8,105.9000015,0,DC,PD,PD,PD,PD,
2029,41015,416,1,caca,10.4,0.5,112.1999969,0,A,A,A,A,A,
2030,41016,416,2,tiam,10.2,0.8,411.5,0,A,A,A,A,A,
2031,41016,416,2,tiam,10.2,0.8,411.5,0,A,A,A,A,A,
2032,41016,416,1,tiam,10.2,0.8,450,0,A,A,A,A,A,
2033,41016,416,1,tiam,10.2,0.8,450,0,A,A,A,A,A,
2034,41019,416,1,caovl,7.1,0.6,240,0,A,A,A,A,A,
2035,41021,416,1,caca,15.5,4.8,169,0,A,A,A,A,A,
2036,41021,416,1,caca,15.5,4.8,169,0,A,A,A,A,A,
2037,41021,416,1,caca,15.5,4.8,169,0,A,A,A,A,A,
2038,41025,416,1,fram,19.2,6.8,520,0,A,A,A,AU,DS,514
2039,41032,416,1,fram,13.8,14.8,113.8000031,0,A,A,A,A,AU,
2040,41035,416,1,caca,9.7,15.6,116.5,0,A,A,A,A,A,
2041,41039,416,1,frni,15.6,17,392,0,A,A,A,DS,PD,392
2042,41040,416,1,frni,15.8,18,318,0,A,A,A,AU,DS,333.5
2043,41043,416,1,caca,8.7,17.1,150.3999939,0,A,A,A,A,A,
2044,41045,401,1,ulsp,19.6,13.1,300,0,DS,PD,PD,PD,PD,
2045,41046,403,1,qupr,16,16.5,257.2000122,0,A,A,A,A,A,
2046,42001,417,1,acru,4.5,2.1,395.5,1,A,A,A,A,A,
2047,42003,417,1,acru,4,3.9,162.5,0,A,A,A,A,A,
2048,42004,417,1,caca,0.3,6.6,137.1000061,0,A,A,A,AU,DC,146
2049,42006,417,1,nysy,1.5,5.4,147,0,A,A,A,A,A,
2050,42008,417,1,ulam,18.4,1.5,132.8999939,0,A,A,A,A,A,
2051,42009,417,1,ploc,19.5,3.7,576.7999878,0,A,A,A,A,AU,
2052,42010,417,1,tiam,18.4,6.8,149.5,0,A,A,A,A,A,
2053,42014,417,1,caca,12.2,6,130.5,0,A,A,A,AU,DS,135
2054,42015,417,1,litu,13,12.7,706.0999756,0,A,A,A,A,A,
2055,42017,417,1,caca,15.2,13.2,134.8999939,0,A,A,A,A,A,
2056,42018,417,1,quru,15.9,10.7,444.5,0,A,A,A,A,A,
2057,42020,417,1,ploc,18.3,19.2,507.6000061,0,A,A,A,A,A,
2058,42020,417,1,ploc,18.3,19.2,507.6000061,0,A,A,A,A,A,
2059,42020,417,2,ploc,18.3,19.2,414.5,0,A,A,A,A,A,
2060,42020,417,2,ploc,18.3,19.2,414.5,0,A,A,A,A,A,
2061,42021,417,1,caca,15.5,18.6,122.1999969,0,A,A,A,A,A,
2062,42022,417,1,caca,13.7,18.5,105,0,DN,PD,PD,PD,PD,
2063,42025,417,1,ceca,6.6,16,137.6000061,0,DS,PD,PD,PD,PD,
2064,42027,417,1,ploc,5.3,18,618,0,A,A,A,A,A,
2065,42028,417,1,ulru,2.9,19,108.9000015,0,DC,PD,PD,PD,PD,
2066,42030,418,1,caca,5,1.1,138.5,0,A,A,A,A,A,
2067,42033,418,1,ulru,6.5,5,118,0,DC,PD,PD,PD,PD,
2068,42036,418,1,litu,8.7,9.2,271.7999878,0,A,A,A,A,A,
2069,42040,418,1,litu,1.4,5.7,652,0,A,A,A,A,A,
2070,42042,418,1,caca,14.3,1.8,150.1999969,0,A,A,A,A,A,
2071,42043,418,1,nysy,19.5,7.1,106.0999985,0,A,A,A,A,A,
2072,42044,418,1,fram,18.9,9.1,342,0,A,A,A,A,A,
2073,42046,418,1,tiam,10.5,6,202,0,DC,PD,PD,PD,PD,
2074,42048,418,1,ulsp,12.9,4.3,161.1999969,0,DS,PD,PD,PD,PD,
2075,42050,418,1,litu,11.2,1.3,567.2999878,0,A,A,A,A,A,
2076,42051,418,1,acru,17.7,1.5,115.8000031,0,A,A,A,A,A,
2077,42052,418,1,nysy,18.3,1.5,122.0999985,0,A,A,A,A,A,
2078,42057,418,1,frni,10.9,14,73.5,0,A,A,No sampled,A,DS,76.5
2079,42059,418,1,litu,10.4,11,259.5,0,A,A,A,A,A,
2080,42062,418,1,caca,7.7,16.2,131,0,A,A,A,A,A,
2081,42063,418,1,ulam,8.5,18,200,0,DC,PD,PD,PD,PD,
2082,42065,418,1,litu,4.7,18.4,634.9000244,0,A,A,A,A,A,
2083,42069,419,1,litu,6.3,3.7,379,0,A,A,A,A,A,
2084,42073,419,1,fram,2.6,10,63,0,A,A,No sampled,A,A,
2085,42075,419,1,juni,0.6,6.1,463,0,A,A,A,A,AU,
2086,42077,419,1,tiam,3.7,5.2,196.3999939,0,A,A,A,A,A,
2087,42080,419,1,tiam,10.9,6.3,164,0,A,A,A,A,A,
2088,42082,419,1,caca,11.3,2.8,102.9000015,0,A,A,A,A,A,
2089,42082,419,1,caca,11.3,2.8,102.9000015,0,A,A,A,A,A,
2090,42082,419,1,caca,11.3,2.8,102.9000015,0,A,A,A,A,A,
2091,42083,419,1,litu,12.6,11.2,399,0,A,A,A,A,A,
2092,42085,419,1,tiam,18,15.4,162,0,A,A,A,A,A,
2093,42087,419,1,tiam,10.8,13.1,183,1,A,A,A,A,A,
2094,42088,419,1,caca,9.9,15.2,101.3000031,0,A,A,A,A,A,
2095,42089,419,1,fagr,7.2,19.1,225.5,0,A,A,A,AU,AU,
2096,42090,420,1,litu,7.6,0.9,548.5,0,A,A,A,A,A,
2097,42092,420,1,quru,10.1,0.4,446,1,A,A,A,A,A,
2098,42093,420,1,litu,10,2.6,357.7999878,0,A,A,A,A,AU,
2099,42094,420,1,litu,8.3,6.4,619,0,A,A,A,A,A,
2100,42098,420,1,litu,3.5,5,492,0,DC,PD,PD,PD,PD,
2101,42100,420,1,fagr,5.6,4.2,133.1999969,0,A,A,A,A,A,
2102,42100,420,1,fagr,5.6,4.2,133.1999969,0,A,A,A,A,A,
2103,42101,420,1,quru,6,3.8,133.8999939,0,DC,PD,PD,PD,PD,
2104,42103,420,1,litu,19,7.3,334,0,A,A,A,A,A,
2105,42107,420,1,cato,15.3,13.1,354.7999878,0,A,A,A,A,A,
2106,42109,420,1,cato,19.6,15.3,180.1999969,1,A,A,A,A,A,
2107,42110,420,1,cato,17.4,17.7,139.5,0,A,A,A,A,A,
2108,42113,420,1,fram,12.5,12,65.59999847,0,A,A,No sampled,A,A,
2109,42116,420,1,unk,3,13.3,157.3000031,0,DS,PD,PD,PD,PD,
2110,42118,420,1,tiam,3.3,12.6,165,0,DS,PD,PD,PD,PD,
2111,42119,421,1,cato,0.6,0.2,374,0,A,A,A,A,A,
2112,42126,421,1,cagl,1.7,3.7,422.1000061,0,A,A,A,A,A,
2113,42129,421,1,caovl,13,3.1,101,0,A,A,A,A,A,
2114,42130,421,1,qual,16.3,3.1,714,0,A,A,A,A,A,
2115,42132,421,1,cato,17.9,9.9,167,0,A,A,A,A,A,
2116,42134,421,1,unk,12.7,6.3,202.1000061,0,DN,PD,PD,PD,PD,
2117,42143,421,1,litu,18.9,18.1,760.5,0,A,A,A,A,A,
2118,42146,421,1,cato,14.4,16.7,214,0,A,A,A,A,A,
2119,42151,421,1,qual,6.8,10.1,145,0,A,A,A,A,A,
2120,42156,421,1,cato,8.8,17.2,304.5,0,A,A,A,A,A,
2121,42158,421,1,unk,4.8,19.2,766,0,DS,PD,PD,PD,PD,
2122,42159,421,1,cato,5.4,17.7,101.9000015,0,A,A,A,A,A,
2123,42161,422,1,litu,1,1.8,190.5,0,A,A,A,A,A,
2124,42165,422,1,quve,7.6,4.9,511.5,0,A,A,A,A,A,
2125,42167,422,1,litu,7.7,8,561.2999878,0,A,A,A,A,A,
2126,42172,422,1,cagl,4,5.9,154.5,0,A,A,A,A,A,
2127,42177,422,1,qual,18,0.6,724.7999878,0,A,A,A,A,A,
2128,42182,422,1,cato,14.1,6.3,100.5,0,A,A,A,A,A,
2129,42186,422,1,quve,14.7,13.9,530,0,A,A,A,A,A,
2130,42187,422,1,cato,16.3,13,169.3000031,0,A,A,A,A,A,
2131,42188,422,1,caovl,18.9,11.1,153.8000031,0,A,A,A,A,A,
2132,42188,422,1,caovl,18.9,11.1,153.8000031,0,A,A,A,A,A,
2133,42189,422,1,nysy,14.2,18.6,124.0999985,0,A,A,A,A,A,
2134,42194,422,1,caca,3.8,11.1,113.1999969,0,A,A,A,A,A,
2135,42195,422,1,cato,3.6,13.3,120.8000031,0,A,A,A,A,A,
2136,42198,422,1,qupr,9.8,10.2,461.2999878,0,A,A,A,A,A,
2137,42202,422,1,litu,6.2,17.3,420.1000061,0,A,A,A,A,A,
2138,42205,422,1,caco,0.4,15,147.1999969,0,A,A,A,A,A,
2139,42207,423,1,quve,4,2.5,213,1,A,A,A,A,A,
2140,42210,423,1,litu,6.8,3.9,209,0,A,A,A,A,A,
2141,42211,423,1,caovl,8.1,8.3,298.5,0,A,A,A,A,A,
2142,42212,423,1,casp,5,6.9,216,0,DC,PD,PD,PD,PD,
2143,42215,423,1,litu,1,1.6,176,0,A,A,A,A,A,
2144,42217,423,1,cato,16,1.1,335,0,A,A,A,A,A,
2145,42218,423,1,qual,19,0.5,661.2000122,0,DS,PD,PD,PD,PD,
2146,42220,423,1,caovl,14.6,4.9,209,0,A,A,A,A,A,
2147,42221,423,1,unk,11.7,7.3,639.5999756,0,DS,PD,PD,PD,PD,
2148,42226,423,1,litu,13.7,19.9,108.5,0,A,DS,PD,PD,PD,
2149,42227,423,1,litu,10.2,17.5,113,0,DC,PD,PD,PD,PD,
2150,42228,423,1,caovl,11.3,14.6,291.5,0,A,A,A,A,A,
2151,42230,423,1,litu,2.5,11.5,179.8000031,0,DS,PD,PD,PD,PD,
2152,42232,423,1,litu,7.3,10.2,120,0,A,A,A,A,DS,117.8
2153,42236,423,1,nysy,8,19.3,374,0,A,A,A,A,A,
2154,42237,423,1,litu,3.4,18.7,153.3999939,0,A,A,A,A,A,
2155,42240,423,1,litu,0.9,13.2,398.1000061,0,A,A,A,A,A,
2156,42241,424,1,litu,1.1,0.6,140.1999969,0,A,A,A,DS,PD,141
2157,42242,424,1,cato,7.3,4.4,289.2000122,0,A,A,A,A,A,
2158,42243,424,1,litu,7.8,6.1,533.0999756,0,A,A,A,A,A,
2159,42245,424,1,litu,3.6,6.4,166.3000031,0,A,A,A,A,A,
2160,42248,424,1,quve,0.5,2.5,792,1,A,A,A,A,AU,
2161,42250,424,1,litu,0.6,0.1,179.6000061,0,A,A,A,DS,PD,182
2162,42251,424,1,litu,15.1,0.9,510,0,A,A,A,A,A,
2163,42252,424,1,litu,15.2,2.3,196.8000031,0,A,A,A,A,A,
2164,42254,424,1,caovl,19.8,7.9,443.8999939,0,A,A,A,A,A,
2165,42256,424,1,litu,16.5,8.7,102.9000015,0,DC,PD,PD,PD,PD,
2166,42259,424,1,litu,11.2,7,184,0,A,A,A,A,A,
2167,42262,424,1,litu,13.8,11.1,130,0,A,A,DS,PD,PD,129
2168,42270,424,1,quru,12.3,18.6,813.2000122,0,DS,PD,PD,PD,PD,
2169,42271,424,1,unk,13,16.9,135.8999939,0,DC,PD,PD,PD,PD,
2170,42272,424,1,cagl,15.1,14.5,425,0,A,A,A,A,A,
2171,42275,424,1,litu,8.1,18.7,116.8000031,0,A,A,A,A,A,
2172,42278,424,1,cagl,4.8,15,224.8000031,0,A,A,A,A,A,
2173,42280,425,1,litu,4.1,0.7,198.8999939,0,A,A,A,A,A,
2174,42281,425,1,litu,6.4,2.2,344.7999878,0,A,A,A,A,A,
2175,42283,425,1,quve,2.3,9.9,483,1,A,A,A,A,A,
2176,42284,425,1,litu,1.5,7.7,110.5,0,A,A,A,A,A,
2177,42286,425,1,litu,2.5,6.5,584,0,A,A,A,A,A,
2178,42287,425,1,litu,3.9,3.3,255,1,A,A,A,A,A,
2179,42290,425,1,tiam,16,3.4,111.4000015,0,A,A,A,A,A,
2180,42291,425,1,litu,15,5.8,339.1000061,0,A,A,A,A,A,
2181,42292,425,1,litu,20,9.8,108.5999985,0,A,A,A,A,A,
2182,42293,425,1,litu,18,9.5,533.2000122,0,A,A,A,A,A,
2183,42294,425,1,cato,11,7,112.5,0,A,A,A,A,A,
2184,42297,425,1,litu,20,13.7,262,0,A,A,A,A,A,
2185,42298,425,1,cato,18.6,17.1,236,0,A,A,A,A,A,
2186,42299,425,1,quru,17.6,18.5,708.9000244,0,A,A,A,A,A,
2187,42300,425,1,quve,11.3,17.3,282,0,A,A,A,A,A,
2188,42302,425,1,litu,14.5,13.9,404.8999939,0,A,A,A,A,A,
2189,42303,425,1,cato,1.6,11,131.8000031,0,A,A,A,A,A,
2190,42304,425,1,quve,3.4,11.2,359.7999878,1,A,A,A,DS,PD,367
2191,42305,425,1,cato,6.5,11.2,167.1000061,0,A,A,A,A,A,
2192,42307,425,1,cagl,8.5,18.8,139.5,0,A,A,A,A,A,
2193,42308,425,1,litu,2.1,18.1,369.3999939,0,A,A,A,A,A,
2194,42311,425,1,litu,0.5,13.1,264.2000122,0,A,A,A,A,A,
2195,42312,426,1,cato,5.3,1.1,104,0,A,A,A,AU,A,
2196,42318,426,1,litu,3,9.6,124.5,0,A,A,A,A,A,
2197,42320,426,1,quru,1.6,5.2,529.5999756,0,DC,PD,PD,PD,PD,
2198,42321,426,1,litu,1.4,5.2,124.9000015,0,A,A,A,A,A,
2199,42324,426,1,cato,15.2,0.3,145,0,A,A,A,A,A,
2200,42325,426,1,quru,18.6,0.5,514.2000122,0,A,A,A,A,A,
2201,42326,426,1,litu,19.2,4.5,251.8000031,0,A,A,A,A,A,
2202,42327,426,1,litu,16.1,9.8,142.8999939,0,DC,PD,PD,PD,PD,
2203,42329,426,1,litu,13.4,8.1,473.7000122,0,A,A,A,A,A,
2204,42330,426,1,caco,14,6.1,188.5,0,A,A,A,A,A,
2205,42332,426,1,cato,16.9,11,192.5,0,A,A,A,A,A,
2206,42333,426,1,cato,18.4,14.2,129.1999969,0,A,A,A,A,A,
2207,42335,426,1,cagl,20,17.7,280.3999939,0,A,A,A,A,A,
2208,42337,426,1,qual,16.1,16.9,473.5,0,A,A,A,A,A,
2209,42342,426,1,litu,3.9,12.2,175.1000061,0,A,A,A,A,A,
2210,42344,426,1,qual,6.6,13.6,439,0,A,A,A,A,A,
2211,42346,426,1,qual,9.5,19,352.7999878,0,A,A,A,A,A,
2212,42347,426,1,qual,3.9,17.6,354,0,A,A,A,A,A,
2213,42350,426,1,qual,0.8,13.5,704,0,DC,PD,PD,PD,PD,
2214,42354,427,1,qual,7,3,341.2000122,0,A,A,A,A,A,
2215,42358,427,1,litu,9.1,8.3,221,0,A,A,A,A,A,
2216,42360,427,1,qual,2.5,9.8,428.5,0,A,A,A,A,A,
2217,42361,427,1,cato,1.6,9.1,100,0,A,A,A,A,A,
2218,42362,427,1,qual,0.8,8.3,356,1,A,A,A,A,A,
2219,42363,427,1,litu,14.6,2.4,555.4000244,0,A,A,A,A,A,
2220,42370,427,1,fram,18.5,8.8,472.1000061,0,DC,PD,PD,PD,PD,
2221,42371,427,1,cato,18.3,9.6,106.4000015,0,A,A,A,A,A,
2222,42372,427,1,cato,13.1,9.8,189.5,0,DC,PD,PD,PD,PD,
2223,42374,427,1,cagl,14.7,13.8,212,0,A,A,A,A,A,
2224,42375,427,1,unk,19.3,15,345.8999939,0,DC,PD,PD,PD,PD,
2225,42378,427,1,cagl,5.6,15.3,169,0,A,A,A,A,A,
2226,42379,427,1,quve,6.5,16.7,539,0,A,A,DS,PD,PD,547
2227,42382,427,1,cato,0.7,19.8,183.8000031,1,A,A,A,A,A,
2228,42383,427,1,cagl,2.7,19.5,208.5,1,A,A,A,A,A,
2229,42385,428,1,litu,9.6,4.3,167.8000031,0,A,A,A,A,A,
2230,42386,428,1,litu,6.3,9.8,218.5,0,A,A,A,A,A,
2231,42387,428,1,qupr,2.4,4.9,264,0,A,A,A,A,A,
2232,42389,428,1,qupr,1.2,5.1,375,1,A,A,A,A,A,
2233,42390,428,1,cagl,11.3,1.3,105.1999969,0,A,A,A,A,A,
2234,42393,428,1,caovl,20,3,406.1000061,1,A,A,A,A,A,
2235,42394,428,1,cagl,20,4.9,126.8000031,0,A,A,A,A,A,
2236,42395,428,1,cato,16.7,5.7,165.3000031,1,A,A,A,A,A,
2237,42397,428,1,quru,10.4,5.5,1483,0,A,A,A,A,A,
2238,42398,428,1,caovl,15.1,11.1,185.5,0,A,A,A,A,A,
2239,42399,428,1,caovl,12.6,16.4,125.5,0,A,A,A,A,A,
2240,42400,428,1,litu,8.9,12,237.8000031,0,A,A,A,A,A,
2241,42501,428,1,litu,8.5,14.9,273.5,0,A,A,A,A,A,
2242,42502,428,1,litu,3.2,13.6,442,0,A,A,A,A,A,
2243,42503,429,1,juni,3.1,0.5,382.7000122,0,A,A,A,A,A,
2244,42504,429,1,qual,8.1,0.2,658.2000122,0,A,A,A,A,A,
2245,42505,429,1,casp,9.3,7.5,529.2000122,0,DS,PD,PD,PD,PD,
2246,42508,429,1,litu,2.1,8.3,180.5,0,A,A,A,A,A,
2247,42509,429,1,litu,1.1,4.8,215.5,0,A,A,A,A,A,
2248,42510,429,1,litu,2.1,3.3,130,0,A,A,A,A,A,
2249,42512,429,1,litu,20,5.2,678.5,0,A,A,A,A,A,
2250,42513,429,1,litu,20,6.7,679.9000244,0,A,A,A,A,A,
2251,42514,429,1,quru,13.2,10.3,176.5,0,A,A,A,A,A,
2252,42516,429,1,litu,16.1,4.6,158.1999969,0,A,A,A,A,A,
2253,42517,429,1,cato,17.1,14.8,361.5,0,A,A,A,A,A,
2254,42518,429,1,unk,14.7,15.3,109.5999985,0,DC,PD,PD,PD,PD,
2255,42522,429,1,quve,5.2,13.3,108,0,A,A,A,A,A,
2256,42523,429,1,cato,19.4,16.8,122.0999985,0,A,A,A,A,A,
2257,42524,429,1,cato,9.3,19.9,274.8999939,0,A,A,A,A,A,
2258,42525,429,1,cato,7.2,17.7,143.3999939,0,A,A,A,A,A,
2259,42527,429,1,cato,2.1,18.9,325.7999878,0,A,A,A,A,A,
2260,42530,430,1,unk,5,2.2,274.1000061,0,DC,PD,PD,PD,PD,
2261,42531,430,1,caovl,8.3,6,188.6999969,0,A,A,A,A,A,
2262,42534,430,1,litu,17.5,2,253,0,DC,PD,PD,PD,PD,
2263,42535,430,1,litu,20,1.2,575.2000122,0,A,A,A,A,A,
2264,42537,430,1,litu,13,11.6,345.5,0,A,A,A,A,A,
2265,42542,430,1,quve,18.1,18.5,389.2000122,0,A,A,A,A,A,
2266,42544,430,1,litu,11.5,13,312.5,1,A,A,A,A,A,
2267,42546,430,1,cato,5,12.2,291,0,A,A,A,A,A,
2268,42548,430,1,tiam,7.6,19.6,266,0,A,DC,PD,PD,PD,
2269,42549,430,1,cato,2.7,18.1,149.1999969,0,DS,PD,PD,PD,PD,
2270,42550,430,1,qupr,3.5,15,238.5,0,A,DC,PD,PD,PD,
2271,42552,431,1,litu,5.3,1.2,194.6999969,0,A,A,A,A,A,
2272,42556,431,1,cato,5.9,4.9,103.5,0,A,A,A,A,A,
2273,42557,431,1,quve,0.2,7.7,608,0,A,A,A,A,A,
2274,42562,431,1,quru,15.2,0.4,878,0,A,A,DC,PD,PD,860
2275,42563,431,1,litu,16,1.9,262.1000061,0,A,A,DC,PD,PD,282
2276,42565,431,1,litu,14.3,8.5,366.5,0,A,A,A,AU,DC,360
2277,42566,431,1,caovl,18.5,10.5,502.5,1,A,A,A,A,A,
2278,42567,431,1,caovl,17.1,17.5,432.7999878,0,A,A,A,A,A,
2279,42567,431,1,caovl,17.1,17.5,432.7999878,0,A,A,A,A,A,
2280,42567,431,2,caovl,17.1,17.5,212.5,0,A,A,A,A,A,
2281,42567,431,2,caovl,17.1,17.5,212.5,0,A,A,A,A,A,
2282,42568,431,1,caovl,12.3,15.3,304.2000122,0,A,DS,PD,PD,PD,
2283,42570,431,2,litu,0.9,10.8,112,0,A,A,A,A,A,
2284,42570,431,2,litu,0.9,10.8,112,0,A,A,A,A,A,
2285,42570,431,1,litu,0.9,10.8,278.7000122,0,A,A,A,A,A,
2286,42570,431,1,litu,0.9,10.8,278.7000122,0,A,A,A,A,A,
2287,42572,431,1,litu,5.6,12.8,212.8000031,0,A,A,A,A,A,
