quadrat,tag,stem,sp,lx,ly,Cored_2009,codes.2013,dbh.2013,status.2015,status.2016,new.status,dbh.if.dead,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown thinning,fraxinus.epicormic growth,EABF,VB,SS,AS,W,DE,DE.count,Comments,date,surveyor,
1709,171273,1,fram,9.7,16.2,0,J,29.29999924,A,DS,PD,30,1,S,U,DF,,,,0,,,,,,,,,,,6/30/2017,Helcoski,
1711,171410,1,fram,3.4,5.3,0,,46,A,A,A,,,S,,,,,,,1,0,none,,,,,,,,8/2/2017,FONZ nature camp,
1712,171303,1,fram,15.4,5.8,0,,272.8999939,A,A,A,,,CD,,,,,,,1,1,"VB,W",VB,,,W,,,,8/2/2017,FONZ nature camp,
1712,171307,1,fram,11.4,11.3,0,,112.5,A,A,A,,,S,,,,,,,1,0,"VB,W",VB,,,W,,,,8/2/2017,FONZ nature camp,
1712,171421,1,fram,7.4,10.5,1,,264.8999939,A,A,A,,,CD,,,,,,,1,0,"W,DE",,,,W,DE,1,,8/2/2017,FONZ nature camp,
1713,171335,1,fram,18.3,10.2,0,DC,356.1000061,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1713,171426,1,fram,4.2,1.7,0,I,135.8000031,A,A,A,,,I,,,,,,,1,3,"W,DE",,,,W,DE,1,,8/2/2017,FONZ nature camp,
1714,171349,1,fram,12.9,3.2,0,,53.79999924,A,A,A,,,I,,,,,,,1,1,none,,,,,,,,8/2/2017,FONZ nature camp,
1714,171358,1,fram,16,14.1,1,,920,A,A,A,,,CD,K,,,,,,1,0,W,,,,W,,,,8/2/2017,FONZ nature camp,
1714,171446,1,fram,4.7,0.3,0,,427.7000122,A,A,A,,,CD,K,,,,,,2,2,W,,,,W,,,,8/2/2017,FONZ nature camp,
1714,171448,1,fram,8.3,3.6,0,,143.5,A,A,AU,,,I,B,BB,,,,,3,0,"W,DE",,,,W,DE,1,break at ?4.5m,8/2/2017,FONZ nature camp,
1715,171381,1,fram,18.6,18.8,0,DC,63.90000153,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1716,173367,1,fram,16.7,18.9,0,,30.5,A,A,A,,,S,,,,,,,1,1,SS,,SS,,,,,,8/2/2017,FONZ nature camp,
1719,172234,1,fram,12.1,7.6,0,DC,26.20000076,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/2/2017,FONZ nature camp,
1720,172264,1,fram,19,12.8,0,,131.1000061,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/2/2017,FONZ nature camp,
1721,172091,1,fram,4.6,2.1,0,B,641.2999878,A,AU,DS,650,1,D,BB,R1,R,,,2,5,0,"DE,W,AS",,,AS,W,DE,10,too rotted to core; break at ?5m; barked rotted off DE count unattainable; galleries present,8/3/2017,FONZ nature camp,
1721,172091,2,fram,4.6,2.1,0,DC,393.5,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1721,172325,1,fram,19,11.9,0,,775,A,A,A,,,CD,,,,,,,2,3,none,,,,,,,,8/3/2017,FONZ nature camp,
1721,172328,1,fram,14.7,15,0,,674,A,A,A,,,CD,K,,,,,,2,2,W,,,,W,,,,8/3/2017,FONZ nature camp,
1721,172332,1,fram,3.3,15.5,1,,251,A,AU,DS,249,4,I,BB,AN,,,,,5,0,"W,SS,DE",,SS,,W,DE,4,cored at base,8/3/2017,FONZ nature camp,
1722,172362,1,fram,18.8,11.6,0,,136,A,A,A,,,I,,,,,,,1,1,W,,,,W,,,,8/3/2017,FONZ nature camp,
1723,172154,1,fram,9.6,1.6,0,I,894,PD,A,AU,,,CD,,,,,,,3,1,W,,,,W,,,Dead in 2014. 2016: Alive!,8/3/2017,FONZ nature camp,
1724,172175,1,fram,7.1,12.1,0,,296,PD,A,A,,,CD,,,,,,,1,3,"W,AS",,,AS,W,,,Dead in 2014. ALIVE!,8/3/2017,FONZ nature camp,
1724,172388,1,fram,16.7,2.6,0,,494.5,A,A,A,,,CD,,,,,,,1,1,W,,,,W,,,,8/3/2017,FONZ nature camp,
1724,172388,2,fram,16.7,2.6,0,DC,288.1000061,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1726,172432,1,fram,18.2,10.9,0,,107.9000015,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/3/2017,FONZ nature camp,
1727,172439,1,fram,14.8,6.6,0,,214.1999969,A,A,A,,,I,,,,,,,3,1,AS,,,AS,,,,,8/3/2017,FONZ nature camp,
1727,172448,1,fram,19.3,12,0,DS,184,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1727,172526,1,fram,3.7,5,0,,67.09999847,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/3/2017,FONZ nature camp,
1727,172527,1,fram,1.8,4.5,0,,168.1000061,A,A,A,,,I,,,,,,,1,1,none,,,,,,,,8/3/2017,FONZ nature camp,
1727,172528,1,fram,5.6,8.1,0,,54,DS,PD,PD,55,4,S,U,DF,F,,,0,,,,,,,,,,,8/3/2017,FONZ nature camp,
1727,172529,1,fram,4.4,8.8,0,,126,A,A,AU,,,I,,,,,,,4,2,none,,,,,,,,8/3/2017,FONZ nature camp,
1728,172460,1,fram,18.1,1.8,0,,363.2999878,A,A,AU,,,CD,B,,,,,,4,0,none,,,,,,,,8/3/2017,FONZ nature camp,
1728,172463,1,fram,11.3,5.9,0,,565.0999756,A,AU,AU,,,CD,,,,,,,4,3,W,,,,W,,,,8/3/2017,FONZ nature camp,
1728,172472,1,fram,19.1,19.3,0,,150,A,A,AU,,,I,,,,,,,2,2,none,,,,,,,,8/3/2017,FONZ nature camp,
1728,172539,1,fram,2.3,6.3,0,,141.1999969,A,AU,AU,,,I,,,,,,,5,2,W,,,,W,,,,8/3/2017,FONZ nature camp,
1728,172541,1,fram,3.3,9.9,0,J,46.20000076,A,A,DS,39,2,S,U,,,,,,5,0,"SS,VB",VB,SS,,,,,,8/3/2017,FONZ nature camp,
1728,172542,1,fram,10.3,11.5,1,,200.1999969,A,A,A,,,I,,,,,,,3,3,W,,,,W,,,break at ?7m,8/3/2017,FONZ nature camp,
1728,172544,1,fram,9.6,15.4,0,,153,A,A,A,,,I,,,,,,,1,1,W,,,,W,,,,8/3/2017,FONZ nature camp,
1728,172552,1,fram,0.3,17,0,"DC,R",74.69999695,PD ,PD,PD,,,,,,,,,,,,,,,,,,,R (alive),8/3/2017,FONZ nature camp,
1729,172476,1,fram,10.8,2.5,0,,80.90000153,A,DS,PD,80,4,S,U,DF,,,,0,,,,,,,,,,,8/3/2017,FONZ nature camp,
1729,172479,1,fram,17,7.9,0,,147.8999939,A,A,A,,,I,,,,,,0,1,4,W,,,,W,,,,8/3/2017,FONZ nature camp,
1729,172480,1,fram,16.4,13.1,0,DS,214.8999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/3/2017,FONZ nature camp,
1729,172481,1,fram,19.9,12.1,0,,131.1999969,DS,PD,PD,132,4,S,U,DF,I,,,0,,,,,,,,,,I (holes),8/3/2017,FONZ nature camp,
1729,172482,1,fram,15,11.7,0,,98.19999695,A,A,AU,,,S,B,BB,,,,,4,0,"SS,AS,DE",,SS,AS,,DE,2,break at ?2m,8/3/2017,FONZ nature camp,
1729,172489,1,fram,12.6,17.4,0,,185.5,DS,PD,PD,187,4,I,U,DF,F,,,0,,,,,,,,,,,8/3/2017,FONZ nature camp,
1729,172493,1,fram,8.1,17.8,0,,138.5,A,A,DS,145,4,I,BB,,,,,,5,0,"SS,W,DE",,SS,,W,DE,8,,8/3/2017,FONZ nature camp,
1729,172495,1,fram,3.5,19,0,,246,A,A,AU,,,I,,,,,,0,5,4,"W,DE",,,,W,DE,1,alive by epicormics,8/3/2017,FONZ nature camp,
1729,172553,1,fram,9.4,0.4,0,,55,DS,PD,PD,56,4,S,U,DF,,,,0,,,,,,,,,,R (alive),8/3/2017,FONZ nature camp,
1729,172559,1,fram,4,7.7,0,"DS,R",97.30000305,PD,PD,PD,,,,,,,,,,,,,,,,,,,"R (alive), cannot find tag but saw R",8/3/2017,FONZ nature camp,
1729,172565,1,fram,2.2,12.6,0,,349.8999939,A,DS,PD,352,3,I,U,DF,I,,,4,,,,,,,,,,dead epicormics,8/3/2017,FONZ nature camp,
1730,172575,1,fram,7.7,8.7,1,,257,A,A,A,,,I,,,,,,,2,0,none,,,,,,,,8/3/2017,FONZ nature camp,
1731,172587,1,fram,10.4,15.4,0,,435.5,A,A,A,,,CD,,,,,,,3,2,none,,,,,,,,8/3/2017,FONZ nature camp,
1731,172612,1,fram,19.2,3.5,0,,97.09999847,A,AU,AU,,,S,,,,,,,4,0,W,,,,W,,,only epicormics alive,8/3/2017,FONZ nature camp,
1731,172616,1,fram,9.5,1.4,0,,203.1000061,A,A,A,,,I,,,,,,,1,2,none,,,,,,,,8/3/2017,FONZ nature camp,
1731,172619,1,fram,6.8,5.5,0,,57.20000076,DS,PD,PD,59,4,S,U,DF,F,,,0,,,,,,,,,,,8/3/2017,FONZ nature camp,
1731,172623,1,fram,12.3,9.3,0,,220.5,A,A,A,,,I,,,,,,,3,3,W,,,,W,,,,8/3/2017,FONZ nature camp,
1731,172626,1,fram,12.5,15.7,0,,490,A,A,AU,,,D,,,,,,,3,2,none,,,,,,,,8/3/2017,FONZ nature camp,
1732,172591,1,fram,3.9,5.4,0,,277.7999878,A,A,A,,,CD,,,,,,,3,3,W,,,,W,,,,8/3/2017,FONZ nature camp,
1732,172629,1,fram,9.5,6.3,0,,374,A,A,A,,,CD,,,,,,,2,1,none,,,,,,,,8/3/2017,FONZ nature camp,
1732,172630,1,fram,15.3,9.5,0,,288.5,A,A,A,,,CD,,,,,,,2,3,none,,,,,,,,8/3/2017,FONZ nature camp,
1732,172633,1,fram,14.6,12.5,0,,400.2999878,A,A,A,,,CD,,,,,,,1,1,W,,,,W,,,,8/3/2017,FONZ nature camp,
1732,172634,1,fram,18.1,14.1,0,M,278.5,A,A,AU,,,CD,,,,,,,4,4,W,,,,W,,,sp=fraxinus?,8/3/2017,FONZ nature camp,
1802,180426,1,fram,0.9,14.1,0,,94.80000305,A,A,A,,,S,,,,,,,1,1,W,,,,W,,,,6/28/2017,Ferson,
1802,180494,1,fram,7.5,16.6,0,L,138.8000031,A,A,A,,,I,,,,,,2,1,0,none,,,,,,,,6/28/2017,Ferson,
1803,180353,1,fram,10.8,6.9,0,M,76.5,A,A,A,,,S,,,,,,3,2,1,none,,,,,,,,6/28/2017,Ferson,
1803,180353,2,fram,10.8,6.9,0,S,45.20000076,A,A,A,,,S,,,,,,3,1,0,none,,,,,,,,6/28/2017,Ferson,
1803,180881,1,fram,18,13.9,0,L,138.8000031,A,A,AU,,,S,CR,,,,,3,2,4,none,,,,,,,,6/28/2017,Ferson,
1803,181594,1,fram,3.1,9.3,0,,184,A,A,A,,,I,,,,,,3,2,0,none,,,,,,,,6/28/2017,Ferson,
1804,180647,1,fram,4.5,8.9,0,,68,A,A,A,,,I,,,,,,,2,1,none,,,,,,,,6/28/2017,Ferson,
1804,180726,1,fram,6.3,19.3,0,,70.5,A,A,AU,,,S,,,,,,,5,2,"SS,AS",,SS,AS,,,,only epicormics alive,6/28/2017,Ferson,
1804,180727,1,fram,7.2,17.7,0,,94,A,A,AU,,,I,,,,,,,5,2,"SS,AS",,SS,AS,,,,only epicormics alive,6/28/2017,Ferson,
1805,180655,1,fram,6.5,4,0,,45,A,A,AU,,,S,,,,,,,4,0,none,,,,,,,,6/30/2017,Helcoski,
1805,180656,1,fram,4.7,5.7,0,,65.80000305,A,A,AU,,,I,,,,,,,3,2,VB,VB,,,,,,,6/30/2017,Helcoski,
1805,180657,1,fram,7.4,7.8,0,,169.5,A,A,A,,,I,,,,,,,2,0,none,,,,,,,,6/30/2017,Helcoski,
1805,180660,1,fram,4.2,8.1,0,"DS,R",42.79999924,PD,PD,PD,,,,,,,,,,,,,,,,,,,"DS, R",6/30/2017,Helcoski,
1806,180664,1,fram,1.5,2.1,0,,34.20000076,A,A,A,,,S,,,,,,,1,1,SS,,SS,,,,,,6/30/2017,Helcoski,
1806,180672,1,fram,1.7,12.7,0,DS,103.0999985,PD,PD,PD,,,,,,,,,,,,,,,,,,,,6/30/2017,Helcoski,
1807,180680,1,fram,4.9,1.9,0,,77.80000305,A,A,A,,,I,,,,,,,1,1,none,,,,,,,,6/30/2017,Helcoski,
1807,180681,1,fram,5.1,2.9,0,,52.20000076,DC,PD,PD,54,1,S,R,DF,,,,0,,,,,,,,,,Rotten at base.,6/30/2017,Helcoski,
1807,180683,1,fram,6.7,4.6,0,,67,A,A,A,,,S,,,,,,,3,0,SS,,SS,,,,,,6/30/2017,Helcoski,
1807,180684,1,fram,2.3,5.9,0,,129,A,A,A,,,I,,,,,,,2,4,none,,,,,,,,6/30/2017,Helcoski,
1807,180685,1,fram,1.8,5,0,DC,53,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,6/30/2017,Helcoski,
1807,180689,1,fram,2.7,18,0,,27.60000038,DC,PD,PD,30,1,S,U,DF,I,,,0,,,,,,,,,,I(1mm holes),6/30/2017,Helcoski,
1807,180690,1,fram,3.5,17.7,0,,76.5,A,A,A,,,I,,,,,,,2,2,SS,,SS,,,,,,6/30/2017,Helcoski,
1807,180692,1,fram,7.7,17,0,,58,A,A,A,,,S,,,,,,,3,3,SS,,SS,,,,,,6/30/2017,Helcoski,
1807,180693,1,fram,7.8,15.1,0,,90.5,A,A,A,,,I,,,,,,,2,1,SS,,SS,,,,,,6/30/2017,Helcoski,
1807,180694,1,fram,10.6,15.5,0,,52,A,A,A,,,S,,,,,,,2,0,none,,,,,,,,6/30/2017,Helcoski,
1808,180763,1,fram,17,16.2,0,DC,80.80000305,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,6/30/2017,Helcoski,
1808,180764,1,fram,12.3,11.7,0,DC,82.80000305,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,6/30/2017,Helcoski,
1808,180765,1,fram,10.5,16,0,,76.5,A,A,AU,,,I,,,,,,,4,0,SS,,SS,,,,,,6/30/2017,Helcoski,
1808,180882,1,fram,19,9.5,0,DC,21.5,PD,PD,PD,,,,,,,,,,,,,,,,,,,,6/30/2017,Helcoski,
1808,180910,1,fram,11,10,0,,112.9000015,A,A,A,,,I,,,,,,,1,4,none,,,,,,,,6/30/2017,Helcoski,
1808,180912,1,fram,10,10,0,DN,100,PD,PD,PD,,,,,,,,,,,,,,,,,,,,6/30/2017,Helcoski,
1808,180914,1,fram,5.1,18.5,0,,142,A,A,A,,,I,,,,,,,2,2,SS,,SS,,,,,,6/30/2017,Helcoski,
1809,180921,1,fram,2.6,5.8,0,DC,130.8999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,,6/30/2017,Helcoski,
1809,180923,1,fram,7.8,4.7,0,DS,60.59999847,PD,PD,PD,,,,,,,,,,,,,,,,,,,,6/30/2017,Helcoski,
1811,180807,1,fram,18.7,20,0,,249.8999939,A,A,A,,,I,,,,,,,1,1,W,,,,W,,,,8/10/2017,Prestipino,
1812,180808,1,fram,11,2.7,0,,134.1999969,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/10/2017,Prestipino,
1812,180817,1,fram,12.6,15.1,0,,131,A,A,AU,,,S,,,,,,,4,1,"VB,SS,W",VB,SS,,W,,,only lower branches alive and stump sprouts,8/10/2017,Prestipino,
1812,180820,1,fram,11.7,17.2,0,,89.59999847,A,A,A,,,I,,,,,,,1,1,W,,,,W,,,,8/10/2017,Prestipino,
1812,180821,1,fram,9.7,15.4,0,L,123.8000031,A,A,AU,,,I,,,,,,,4,1,"SS,AS,W,DE",,SS,AS,W,DE,1,,8/10/2017,Prestipino,
1812,180963,1,fram,2.7,0.4,0,,55.59999847,A,A,A,,,S,,,,,,,1,1,none,,,,,,,,8/10/2017,Prestipino,
1812,180967,1,fram,1.5,6.6,0,,179.5,A,A,A,,,I,,,,,,,1,1,none,,,,,,,,8/10/2017,Prestipino,
1812,180971,1,fram,2,12.9,0,,107.1999969,A,A,A,,,I,,,,,,,1,1,W,,,,W,,,,8/10/2017,Prestipino,
1812,180972,1,fram,1,14.8,0,,77.19999695,A,A,A,,,S,,,,,,,2,2,"VB,SS,W",VB,SS,,W,,,,8/10/2017,Prestipino,
1813,180828,1,fram,16.1,10.1,0,,237.1999969,A,A,A,,,I,,,,,,,1,1,W,,,,W,,,,8/10/2017,Prestipino,
1813,180978,1,fram,0.7,6.1,0,,491.7999878,A,A,AU,,,CD,,,,,,,3,1,"W,DE",,,,W,DE,15,,8/10/2017,Prestipino,
1814,180832,1,fram,14.6,3.6,0,,407.5,A,A,A,,,CD,,,,,,,2,2,W,,,,,,,Tag lost,8/10/2017,Prestipino,
1814,180833,1,fram,19.6,4.4,0,,79.5,A,A,A,,,S,,,,,,,3,1,"W,SS",,,,,,,old break,8/10/2017,Prestipino,
1814,180835,1,fram,10.1,2.9,0,DC,132.1999969,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1814,180993,1,fram,7.8,1,0,,73.80000305,A,A,A,,,S,,,,,,,1,0,none,,,,,,,,8/10/2017,Prestipino,
1818,182046,1,fram,13,19.5,0,DC,23.20000076,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1821,182310,1,fram,1,13.5,0,,402.8999939,A,AU,AU,,,CD,,,,,,,1,3,"W,AS,DE",,,AS,W,DE,1,break at ?5.5 m,8/10/2017,Prestipino,
1822,182161,1,fram,16.8,3.2,0,,1072.099976,A,A,A,,,D,K,R,,,,,2,1,W,,,,W,,,,8/10/2017,Prestipino,
1823,182371,1,fram,0.1,3.7,0,,106.4000015,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/10/2017,Prestipino,
1823,182373,1,fram,4.9,1.8,0,,74,A,A,AU,,,S,LF,,,,,,2,0,none,,,,,,,,8/10/2017,Prestipino,
1823,182374,1,fram,5.4,2.4,0,,140.8000031,A,AU,DS,140,3,I,BB,,,,,,5,0,"W,DE",,,,W,DE,4,,8/10/2017,Prestipino,
1823,182574,1,fram,10.1,5,0,DS,365.3999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,8/10/2017,Prestipino,
1823,182574,2,fram,10.1,5,0,,324.7999878,A,A,AU,,,CD,,,,,,,2,1,none,,,,,,,liana,8/10/2017,Prestipino,
1824,182394,1,fram,2,20,0,,421,A,A,A,,,CD,,,,,,,2,3,"W,AS",,,AS,W,,,,8/10/2017,Prestipino,
1824,182396,1,fram,19.9,18.6,1,,363,A,A,A,,,D,,,,,,,2,4,W,,,,W,,,,8/10/2017,Prestipino,
1825,182401,1,fram,11.6,4.8,0,,437.7999878,A,A,A,,,CD,,,,,,,2,3,W,,,,W,,,,8/10/2017,Prestipino,
1826,182647,1,fram,18.3,16.3,0,"L,J",84.5,A,A,A,,,I,,,,,,,1,2,none,,,,,,,,8/10/2017,Prestipino,
1827,182423,1,fram,0.8,1.7,0,,126,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/10/2017,Prestipino,
1827,182428,1,fram,2.9,12.6,0,,93.19999695,A,A,DS,92,2,I,BB,,,,,,5,0,"SS,DE",,SS,,,DE,5,,8/10/2017,Prestipino,
1827,182431,1,fram,4.2,17.9,0,,167.1999969,A,A,AU,,,I,,,,,,,5,3,"SS,W,DE",,SS,,W,DE,1,,8/10/2017,Prestipino,
1827,182432,1,fram,1.3,17.4,0,,183.1999969,DS,PD,PD,185,4,S,U,DF,,,,0,,,,,,,,,,peeling bark,8/10/2017,Prestipino,
1827,182433,1,fram,0.7,15.2,0,DC,109.1999969,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1828,182435,1,fram,0.9,3.1,0,DC,164.6999969,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/10/2017,Prestipino,
1828,182437,1,fram,8.4,5.5,0,,79,A,A,AU,,,I,,,,,,,4,4,"SS,VB",VB,SS,,,,,,8/10/2017,Prestipino,
1828,182440,1,fram,3.5,10,0,,157.1999969,A,A,A,,,I,,,,,,,3,3,none,,,,,,,,8/10/2017,Prestipino,
1828,182665,1,fram,18,4.1,0,"DS,R",59.90000153,PD,PD,PD,,,,,,,,,,,,,,,,,,,R(alive),8/10/2017,Prestipino,
1828,182675,1,fram,18.7,13.7,0,,46.90000153,A,A,AU,,,S,,,,,,,4,0,"AS,DE",,,AS,,DE,1,crown DF,8/14/2017,Helcoski,
1828,182676,1,fram,19.1,16.7,0,DC,61.90000153,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1828,182678,1,fram,16.6,18.7,1,,162.1999969,A,A,A,,,I,,,,,,,1,4,"W,DE",,,,W,DE,2,break at ?4m,8/14/2017,Helcoski,
1829,182451,1,fram,1.3,1.4,0,,355.6000061,A,A,A,,,CD,,,,,,,2,1,none,,,,,,,,8/14/2017,Helcoski,
1829,182452,1,fram,1.4,0.1,0,DC,80,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1829,182455,1,fram,7.1,3.6,0,,257.2000122,A,A,DS,258,2,I,BB,,,,,,5,0,"W,DE",,,,W,DE,4,,8/14/2017,Helcoski,
1829,182459,1,fram,3.1,9.4,0,,402.7000122,A,A,A,,,CD,,,,,,,2,0,none,,,,,,,,8/14/2017,Helcoski,
1829,182469,1,fram,3.9,17.7,0,,239.3999939,A,A,A,,,I,,,,,,,3,2,none,,,,,,,,8/14/2017,Helcoski,
1829,182684,1,fram,14.5,9.3,0,,96.5,A,A,AU,,,I,,,,,,,4,2,SS,,SS,,,,,,8/14/2017,Helcoski,
1830,182690,1,fram,9.2,2.9,0,"DS,R",47.09999847,PD,PD,PD,,,,,,,,,,,,,,,,,,,R(alive),8/14/2017,Helcoski,
1831,182492,1,fram,6.8,8.2,0,DN,36.79999924,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1831,182495,1,fram,3.9,17.9,0,,98.40000153,A,A,A,,,S,,,,,,,3,2,none,,,,,,,,8/14/2017,Helcoski,
1831,182497,1,fram,3.6,16.3,0,,108.5999985,A,A,A,,,S,,,,,,,3,0,"SS,DE",,SS,,,DE,2,1 branch DF completely,8/14/2017,Helcoski,
1831,182498,1,fram,0.9,18.3,0,,145.6999969,A,A,A,,,I,,,,,,,2,0,none,,,,,,,,8/14/2017,Helcoski,
1831,182696,1,fram,14.7,2,0,,318.8999939,A,A,A,,,CD,,,,,,,2,1,none,,,,,,,,8/14/2017,Helcoski,
1831,182697,1,fram,12.4,1.3,0,"DS,R",71.09999847,PD,PD,PD,,,,,,,,,,,,,,,,,,,R(alive),8/14/2017,Helcoski,
1831,182702,1,fram,19.7,16.3,0,,195.1000061,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/14/2017,Helcoski,
1831,182703,1,fram,14.6,17.9,0,,141.1999969,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,8/14/2017,Helcoski,
1831,182706,1,fram,11.7,18.6,0,"DS,R",92.80000305,PD,PD,PD,,,,,,,,,,,,,,,,,,,R(alive),8/14/2017,Helcoski,
1831,182707,1,fram,10.9,17.5,0,DS,87.09999847,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1832,182500,1,fram,11.2,0.4,0,,405.2000122,A,A,A,,,D,,,,,,,2,1,none,,,,,,,,8/14/2017,Helcoski,
1832,182709,1,fram,10,4.3,0,DS,86.90000153,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,8/14/2017,Helcoski,
1832,182739,1,fram,18.8,1.9,0,,178.8999939,A,A,A,,,I,,,,,,,2,0,"W,DE",,,,W,DE,1,rotting stem,8/14/2017,Helcoski,
1832,182740,1,fram,13.6,0.7,0,,279.1000061,A,A,A,,,CD,,,,,,3,2,2,W,,,,W,,,,8/14/2017,Helcoski,
1832,182744,1,fram,19,4.6,0,,461.1000061,A,A,A,,,CD,,,,,,,2,3,W,,,,W,,,,8/14/2017,Helcoski,
1832,182747,1,fram,14.1,11.6,0,,303.3999939,A,A,A,,,CD,,,,,,,2,4,W,,,,W,,,,8/14/2017,Helcoski,
1832,182749,1,fram,16,19.2,0,,93,A,A,A,,,I,,,,,,,1,1,none,,,,,,,,8/14/2017,Helcoski,
1832,182750,1,fram,13.7,17.3,0,DS,351.8999939,PD,PD,PD,,,,,,,,,,,,,,,,,,,,8/14/2017,Helcoski,
1832,182755,1,fram,6.7,14.3,0,,753.2000122,A,A,A,,,D,,,,,,,3,2,W,,,,W,,,,8/14/2017,Helcoski,
1901,190058,1,fram,19.5,19.6,0,,40.09999847,A,A,A,,,S,,,,,,,1,0,none,,,,,,,,6/27/2017,Ferson,
1903,190394,1,fram,18.8,13.5,0,,178.1000061,A,A,A,,,I,,,,,,0,1,1,none,,,,,,,,6/30/2017,Helcoski,
1904,190421,1,fram,14.6,9.9,0,,155.6000061,A,A,A,,,I,,,,,,,2,1,none,,,,,,,,6/30/2017,Helcoski,
1904,190422,1,fram,14.6,10.7,0,,110.1999969,A,A,A,,,I,,,,,,,2,1,DE,,,,,DE,2,,6/30/2017,Helcoski,
1905,190431,1,fram,11.6,1.1,0,,48.20000076,A,A,A,,,S,,,,,,,1,1,none,,,,,,,,6/30/2017,Helcoski,
1905,190432,1,fram,9.2,4,0,,62.79999924,A,A,A,,,I,,,,,,,1,1,none,,,,,,,,6/30/2017,Helcoski,
1905,190433,1,fram,9.3,5.8,0,,89.5,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,6/30/2017,Helcoski,
1905,190435,1,fram,14.8,11.4,0,,62.5,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,6/30/2017,Helcoski,
1905,190437,1,fram,12.9,13.9,0,DC,51.09999847,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,6/30/2017,Helcoski,
1905,190440,1,fram,18.9,19.6,0,,64.90000153,A,A,A,,,I,,,,,,,2,0,none,,,,,,,,6/30/2017,Helcoski,
1905,190624,1,fram,2.5,4,0,,54.90000153,A,A,A,,,I,,,,,,,1,1,SS,,,,,,,,6/30/2017,Helcoski,
1905,190631,1,fram,2.2,13.2,0,,134,A,A,A,,,I,,,,,,,1,0,none,,,,,,,,6/30/2017,Helcoski,
1906,190640,1,fram,2.5,15.8,0,,58.09999847,A,A,A,,,I,,,,,,,2,2,none,,,,,,,,6/30/2017,Helcoski,
1907,190470,1,fram,18.4,14.3,0,,72.90000153,A,A,A,,,I,,,,,,,2,0,none,,,,,,,,6/30/2017,Helcoski,
1907,190474,1,fram,15.9,19.7,0,DC,51.09999847,PD,PD,PD,,,,,,,,,,,,,,,,,,,DC,6/30/2017,Helcoski,
1907,190646,1,fram,10.3,1.1,0,,56.79999924,A,A,A,,,I,,,,,,,1,0,SS,,SS,,,,,,6/30/2017,Helcoski,
1907,190659,1,fram,10.2,12.6,0,,46.20000076,A,A,A,,,S,,,,,,,1,0,SS,,SS,,,,,,6/30/2017,Helcoski,
1907,190666,1,fram,2.1,19.3,0,,64.19999695,A,A,A,,,I,,,,,,,1,1,SS,,SS,,,,,,6/30/2017,Helcoski,
1908,190488,1,fram,12.6,9.6,0,B,81,A,A,AU,,,S,DF,,,,5,,5,1,SS,,SS,,,,,old break at ?2 m,6/30/2017,Helcoski,
1910,190703,1,fram,17,2.9,0,,684.4000244,A,A,A,,,CD,,,,,,,2,2,none,,,,,,,heavy epicormic near dead/snapped branch,8/15/2017,Helcoski/Prestipino,
1911,190538,1,fram,6.1,8.9,0,,155.8000031,A,A,A,,,I,,,,,,,1,4,W,,,,W,,,,8/15/2017,Helcoski/Prestipino,
